Mod:Item:MetaData, Localized Name
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
astralsorcery:blockcelestialcollectorcrystal:0, Floating Crystal
base:wrench, Wrench
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentalmaterials:alabaster:0, White Alabaster
environmentalmaterials:alabaster:1, Orange Alabaster
environmentalmaterials:alabaster:2, Magenta Alabaster
environmentalmaterials:alabaster:3, Light Blue Alabaster
environmentalmaterials:alabaster:4, Yellow Alabaster
environmentalmaterials:alabaster:5, Lime Alabaster
environmentalmaterials:alabaster:6, Pink Alabaster
environmentalmaterials:alabaster:7, Gray Alabaster
environmentalmaterials:alabaster:8, Light Gray Alabaster
environmentalmaterials:alabaster:9, Cyan Alabaster
environmentalmaterials:alabaster:10, Purple Alabaster
environmentalmaterials:alabaster:11, Blue Alabaster
environmentalmaterials:alabaster:12, Brown Alabaster
environmentalmaterials:alabaster:13, Green Alabaster
environmentalmaterials:alabaster:14, Red Alabaster
environmentalmaterials:alabaster:15, Black Alabaster
environmentalmaterials:alabaster_paver:0, White Alabaster Paver
environmentalmaterials:alabaster_paver:1, Orange Alabaster Paver
environmentalmaterials:alabaster_paver:2, Magenta Alabaster Paver
environmentalmaterials:alabaster_paver:3, Light Blue Alabaster Paver
environmentalmaterials:alabaster_paver:4, Yellow Alabaster Paver
environmentalmaterials:alabaster_paver:5, Lime Alabaster Paver
environmentalmaterials:alabaster_paver:6, Pink Alabaster Paver
environmentalmaterials:alabaster_paver:7, Gray Alabaster Paver
environmentalmaterials:alabaster_paver:8, Light Gray Alabaster Paver
environmentalmaterials:alabaster_paver:9, Cyan Alabaster Paver
environmentalmaterials:alabaster_paver:10, Purple Alabaster Paver
environmentalmaterials:alabaster_paver:11, Blue Alabaster Paver
environmentalmaterials:alabaster_paver:12, Brown Alabaster Paver
environmentalmaterials:alabaster_paver:13, Green Alabaster Paver
environmentalmaterials:alabaster_paver:14, Red Alabaster Paver
environmentalmaterials:alabaster_paver:15, Black Alabaster Paver
environmentalmaterials:alabaster_bricks:0, White Alabaster Bricks
environmentalmaterials:alabaster_bricks:1, Orange Alabaster Bricks
environmentalmaterials:alabaster_bricks:2, Magenta Alabaster Bricks
environmentalmaterials:alabaster_bricks:3, Light Blue Alabaster Bricks
environmentalmaterials:alabaster_bricks:4, Yellow Alabaster Bricks
environmentalmaterials:alabaster_bricks:5, Lime Alabaster Bricks
environmentalmaterials:alabaster_bricks:6, Pink Alabaster Bricks
environmentalmaterials:alabaster_bricks:7, Gray Alabaster Bricks
environmentalmaterials:alabaster_bricks:8, Light Gray Alabaster Bricks
environmentalmaterials:alabaster_bricks:9, Cyan Alabaster Bricks
environmentalmaterials:alabaster_bricks:10, Purple Alabaster Bricks
environmentalmaterials:alabaster_bricks:11, Blue Alabaster Bricks
environmentalmaterials:alabaster_bricks:12, Brown Alabaster Bricks
environmentalmaterials:alabaster_bricks:13, Green Alabaster Bricks
environmentalmaterials:alabaster_bricks:14, Red Alabaster Bricks
environmentalmaterials:alabaster_bricks:15, Black Alabaster Bricks
environmentalmaterials:alabaster_tiles:0, White Alabaster Tiles
environmentalmaterials:alabaster_tiles:1, Orange Alabaster Tiles
environmentalmaterials:alabaster_tiles:2, Magenta Alabaster Tiles
environmentalmaterials:alabaster_tiles:3, Light Blue Alabaster Tiles
environmentalmaterials:alabaster_tiles:4, Yellow Alabaster Tiles
environmentalmaterials:alabaster_tiles:5, Lime Alabaster Tiles
environmentalmaterials:alabaster_tiles:6, Pink Alabaster Tiles
environmentalmaterials:alabaster_tiles:7, Gray Alabaster Tiles
environmentalmaterials:alabaster_tiles:8, Light Gray Alabaster Tiles
environmentalmaterials:alabaster_tiles:9, Cyan Alabaster Tiles
environmentalmaterials:alabaster_tiles:10, Purple Alabaster Tiles
environmentalmaterials:alabaster_tiles:11, Blue Alabaster Tiles
environmentalmaterials:alabaster_tiles:12, Brown Alabaster Tiles
environmentalmaterials:alabaster_tiles:13, Green Alabaster Tiles
environmentalmaterials:alabaster_tiles:14, Red Alabaster Tiles
environmentalmaterials:alabaster_tiles:15, Black Alabaster Tiles
environmentalmaterials:alabaster_stairs_white, White Alabaster Stairs
environmentalmaterials:alabaster_stairs_orange, Orange Alabaster Stairs
environmentalmaterials:alabaster_stairs_magenta, Magenta Alabaster Stairs
environmentalmaterials:alabaster_stairs_light_blue, Light Blue Alabaster Stairs
environmentalmaterials:alabaster_stairs_yellow, Yellow Alabaster Stairs
environmentalmaterials:alabaster_stairs_lime, Lime Alabaster Stairs
environmentalmaterials:alabaster_stairs_pink, Pink Alabaster Stairs
environmentalmaterials:alabaster_stairs_gray, Gray Alabaster Stairs
environmentalmaterials:alabaster_stairs_silver, Light Gray Alabaster Stairs
environmentalmaterials:alabaster_stairs_cyan, Cyan Alabaster Stairs
environmentalmaterials:alabaster_stairs_purple, Purple Alabaster Stairs
environmentalmaterials:alabaster_stairs_blue, Blue Alabaster Stairs
environmentalmaterials:alabaster_stairs_brown, Brown Alabaster Stairs
environmentalmaterials:alabaster_stairs_green, Green Alabaster Stairs
environmentalmaterials:alabaster_stairs_red, Red Alabaster Stairs
environmentalmaterials:alabaster_stairs_black, Black Alabaster Stairs
environmentalmaterials:alabaster_brick_stairs_white, White Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_orange, Orange Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_magenta, Magenta Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_light_blue, Light Blue Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_yellow, Yellow Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_lime, Lime Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_pink, Pink Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_gray, Gray Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_silver, Light Gray Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_cyan, Cyan Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_purple, Purple Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_blue, Blue Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_brown, Brown Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_green, Green Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_red, Red Alabaster Brick Stairs
environmentalmaterials:alabaster_brick_stairs_black, Black Alabaster Brick Stairs
environmentalmaterials:alabaster_tile_stairs_white, White Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_orange, Orange Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_magenta, Magenta Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_light_blue, Light Blue Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_yellow, Yellow Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_lime, Lime Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_pink, Pink Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_gray, Gray Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_silver, Light Gray Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_cyan, Cyan Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_purple, Purple Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_blue, Blue Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_brown, Brown Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_green, Green Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_red, Red Alabaster Tile Stairs
environmentalmaterials:alabaster_tile_stairs_black, Black Alabaster Tile Stairs
environmentalmaterials:alabaster_slab_white:0, White Alabaster Slab
environmentalmaterials:alabaster_slab_orange:0, Orange Alabaster Slab
environmentalmaterials:alabaster_slab_magenta:0, Magenta Alabaster Slab
environmentalmaterials:alabaster_slab_light_blue:0, Light Blue Alabaster Slab
environmentalmaterials:alabaster_slab_yellow:0, Yellow Alabaster Slab
environmentalmaterials:alabaster_slab_lime:0, Lime Alabaster Slab
environmentalmaterials:alabaster_slab_pink:0, Pink Alabaster Slab
environmentalmaterials:alabaster_slab_gray:0, Gray Alabaster Slab
environmentalmaterials:alabaster_slab_silver:0, Light Gray Alabaster Slab
environmentalmaterials:alabaster_slab_cyan:0, Cyan Alabaster Slab
environmentalmaterials:alabaster_slab_purple:0, Purple Alabaster Slab
environmentalmaterials:alabaster_slab_blue:0, Blue Alabaster Slab
environmentalmaterials:alabaster_slab_brown:0, Brown Alabaster Slab
environmentalmaterials:alabaster_slab_green:0, Green Alabaster Slab
environmentalmaterials:alabaster_slab_red:0, Red Alabaster Slab
environmentalmaterials:alabaster_slab_black:0, Black Alabaster Slab
environmentalmaterials:alabaster_paver_slab_white:0, White Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_orange:0, Orange Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_magenta:0, Magenta Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_light_blue:0, Light Blue Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_yellow:0, Yellow Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_lime:0, Lime Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_pink:0, Pink Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_gray:0, Gray Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_silver:0, Light Gray Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_cyan:0, Cyan Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_purple:0, Purple Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_blue:0, Blue Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_brown:0, Brown Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_green:0, Green Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_red:0, Red Alabaster Paver Slab
environmentalmaterials:alabaster_paver_slab_black:0, Black Alabaster Paver Slab
environmentalmaterials:alabaster_brick_slab_white:0, White Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_orange:0, Orange Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_magenta:0, Magenta Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_light_blue:0, Light Blue Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_yellow:0, Yellow Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_lime:0, Lime Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_pink:0, Pink Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_gray:0, Gray Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_silver:0, Light Gray Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_cyan:0, Cyan Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_purple:0, Purple Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_blue:0, Blue Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_brown:0, Brown Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_green:0, Green Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_red:0, Red Alabaster Brick Slab
environmentalmaterials:alabaster_brick_slab_black:0, Black Alabaster Brick Slab
environmentalmaterials:alabaster_tile_slab_white:0, White Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_orange:0, Orange Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_magenta:0, Magenta Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_light_blue:0, Light Blue Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_yellow:0, Yellow Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_lime:0, Lime Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_pink:0, Pink Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_gray:0, Gray Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_silver:0, Light Gray Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_cyan:0, Cyan Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_purple:0, Purple Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_blue:0, Blue Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_brown:0, Brown Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_green:0, Green Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_red:0, Red Alabaster Tile Slab
environmentalmaterials:alabaster_tile_slab_black:0, Black Alabaster Tile Slab
environmentalmaterials:alabaster_wall_white, White Alabaster Wall
environmentalmaterials:alabaster_wall_orange, Orange Alabaster Wall
environmentalmaterials:alabaster_wall_magenta, Magenta Alabaster Wall
environmentalmaterials:alabaster_wall_light_blue, Light Blue Alabaster Wall
environmentalmaterials:alabaster_wall_yellow, Yellow Alabaster Wall
environmentalmaterials:alabaster_wall_lime, Lime Alabaster Wall
environmentalmaterials:alabaster_wall_pink, Pink Alabaster Wall
environmentalmaterials:alabaster_wall_gray, Gray Alabaster Wall
environmentalmaterials:alabaster_wall_silver, Light Gray Alabaster Wall
environmentalmaterials:alabaster_wall_cyan, Cyan Alabaster Wall
environmentalmaterials:alabaster_wall_purple, Purple Alabaster Wall
environmentalmaterials:alabaster_wall_blue, Blue Alabaster Wall
environmentalmaterials:alabaster_wall_brown, Brown Alabaster Wall
environmentalmaterials:alabaster_wall_green, Green Alabaster Wall
environmentalmaterials:alabaster_wall_red, Red Alabaster Wall
environmentalmaterials:alabaster_wall_black, Black Alabaster Wall
environmentalmaterials:basalt, Basalt
environmentalmaterials:basalt_paver, Basalt Paver
environmentalmaterials:basalt_bricks, Basalt Bricks
environmentalmaterials:basalt_tiles, Basalt Tiles
environmentalmaterials:basalt_stairs, Basalt Stairs
environmentalmaterials:basalt_brick_stairs, Basalt Brick Stairs
environmentalmaterials:basalt_tile_stairs, Basalt Tile Stairs
environmentalmaterials:basalt_slab:0, Basalt Slab
environmentalmaterials:basalt_paver_slab:0, Basalt Paver Slab
environmentalmaterials:basalt_brick_slab:0, Basalt Brick Slab
environmentalmaterials:basalt_tile_slab:0, Basalt Tile Slab
environmentalmaterials:basalt_wall, Basalt Wall
environmentalmaterials:hardened_stone, Hardened Stone
environmentalmaterials:hardened_stone_paver, Hardened Stone Paver
environmentalmaterials:hardened_stone_bricks, Hardened Stone Bricks
environmentalmaterials:hardened_stone_tiles, Hardened Stone Tiles
environmentalmaterials:hardened_stone_stairs, Hardened Stone Stairs
environmentalmaterials:hardened_stone_brick_stairs, Hardened Stone Brick Stairs
environmentalmaterials:hardened_stone_tile_stairs, Hardened Stone Tile Stairs
environmentalmaterials:hardened_stone_slab:0, Hardened Stone Slab
environmentalmaterials:hardened_stone_paver_slab:0, Hardened Stone Paver Slab
environmentalmaterials:hardened_stone_brick_slab:0, Hardened Stone Brick Slab
environmentalmaterials:hardened_stone_tile_slab:0, Hardened Stone Tile Slab
environmentalmaterials:hardened_stone_wall, Hardened Stone Wall
environmentaltech:litherite, Litherite
environmentaltech:litherite_paver, Litherite Paver
environmentaltech:litherite_bricks, Litherite Bricks
environmentaltech:litherite_tiles, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium, Erodium
environmentaltech:erodium_paver, Erodium Paver
environmentaltech:erodium_bricks, Erodium Bricks
environmentaltech:erodium_tiles, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
